CUENCA;A;Sm;FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha); ;FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);;FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
135;1041210,501;3,25;349,81;108,62;148,28;346,91;173,99;97,86;301,91;205,11;242,56;257,59;191,00;214,65;287,64;232,88;250,27;316,09;357,13;832,49;2088,63;;0,00034;0,00010;0,00014;0,00033;0,00017;0,00009;0,00029;0,00020;0,00023;0,00025;0,00018;0,00021;0,00028;0,00022;0,00024;0,00030;0,00034;0,00080;0,00201;;0,00034;0,00044;0,00058;0,00092;0,00108;0,00118;0,00147;0,00166;0,00190;0,00214;0,00233;0,00253;0,00281;0,00303;0,00327;0,00358;0,00392;0,00472;0,00673
136;480566,856;3,5;217,93;1096,34;513,27;537,45;365,14;128,15;151,49;138,22;118,61;137,91;137,83;92,91;150,72;235,47;204,88;261,56;440,81;731,43;500,99;;0,00045;0,00228;0,00107;0,00112;0,00076;0,00027;0,00032;0,00029;0,00025;0,00029;0,00029;0,00019;0,00031;0,00049;0,00043;0,00054;0,00092;0,00152;0,00104;;0,00045;0,00273;0,00380;0,00492;0,00568;0,00595;0,00626;0,00655;0,00680;0,00708;0,00737;0,00756;0,00788;0,00837;0,00879;0,00934;0,01026;0,01178;0,01282
137;539966,664;4,27;927,54;1603,81;675,29;1398,40;834,86;612,59;581,24;872,01;517,24;376,74;279,63;271,47;281,16;487,64;289,55;669,49;1447,67;1861,63;1194,66;;0,00172;0,00297;0,00125;0,00259;0,00155;0,00113;0,00108;0,00161;0,00096;0,00070;0,00052;0,00050;0,00052;0,00090;0,00054;0,00124;0,00268;0,00345;0,00221;;0,00172;0,00469;0,00594;0,00853;0,01007;0,01121;0,01229;0,01390;0,01486;0,01556;0,01607;0,01658;0,01710;0,01800;0,01854;0,01978;0,02246;0,02591;0,02812
138;515552,041;21,57;660,18;747,75;661,94;1888,63;1111,44;1587,57;1436,77;1080,47;1367,96;576,05;911,52;867,12;687,19;816,63;770,40;986,19;1634,55;773,91;1243,17;;0,00128;0,00145;0,00128;0,00366;0,00216;0,00308;0,00279;0,00210;0,00265;0,00112;0,00177;0,00168;0,00133;0,00158;0,00149;0,00191;0,00317;0,00150;0,00241;;0,00128;0,00273;0,00401;0,00768;0,00983;0,01291;0,01570;0,01780;0,02045;0,02157;0,02333;0,02502;0,02635;0,02793;0,02943;0,03134;0,03451;0,03601;0,03842
139;166239,683;1,51;182,53;107,25;137,15;164,38;211,44;221,59;167,51;120,82;271,47;60,34;131,12;109,84;112,13;160,34;80,93;276,96;247,98;168,12;267,35;;0,00110;0,00065;0,00082;0,00099;0,00127;0,00133;0,00101;0,00073;0,00163;0,00036;0,00079;0,00066;0,00067;0,00096;0,00049;0,00167;0,00149;0,00101;0,00161;;0,00110;0,00174;0,00257;0,00356;0,00483;0,00616;0,00717;0,00790;0,00953;0,00989;0,01068;0,01134;0,01202;0,01298;0,01347;0,01513;0,01663;0,01764;0,01924
140;509692,096;15,9;546,00;734,55;474,83;1332,04;867,51;1187,11;925,63;914,26;936,16;391,23;613,58;707,86;249,05;305,03;263,69;487,95;554,84;354,61;462,40;;0,00107;0,00144;0,00093;0,00261;0,00170;0,00233;0,00182;0,00179;0,00184;0,00077;0,00120;0,00139;0,00049;0,00060;0,00052;0,00096;0,00109;0,00070;0,00091;;0,00107;0,00251;0,00344;0,00606;0,00776;0,01009;0,01190;0,01370;0,01554;0,01630;0,01751;0,01890;0,01938;0,01998;0,02050;0,02146;0,02255;0,02324;0,02415
141;243883,231;3,6;13,20;8,09;3,66;12,51;6,25;28,07;64,84;14,04;33,49;24,41;30,28;42,03;25,40;16,32;36,46;88,18;96,57;51,26;57,06;;0,00005;0,00003;0,00002;0,00005;0,00003;0,00012;0,00027;0,00006;0,00014;0,00010;0,00012;0,00017;0,00010;0,00007;0,00015;0,00036;0,00040;0,00021;0,00023;;0,00005;0,00009;0,00010;0,00015;0,00018;0,00029;0,00056;0,00062;0,00076;0,00086;0,00098;0,00115;0,00126;0,00132;0,00147;0,00183;0,00223;0,00244;0,00267
142;178053,372;25,88;60,72;144,70;57,97;108,54;168,73;64,84;107,02;141,19;138,75;195,27;236,54;209,76;22,27;23,26;33,18;49,12;76,58;92,83;46,91;;0,00034;0,00081;0,00033;0,00061;0,00095;0,00036;0,00060;0,00079;0,00078;0,00110;0,00133;0,00118;0,00013;0,00013;0,00019;0,00028;0,00043;0,00052;0,00026;;0,00034;0,00115;0,00148;0,00209;0,00304;0,00340;0,00400;0,00479;0,00557;0,00667;0,00800;0,00918;0,00930;0,00943;0,00962;0,00990;0,01033;0,01085;0,01111
143;144029,207;23,73;78,26;116,63;116,40;285,89;138,60;135,16;120,37;180,85;134,25;213,20;271,85;307,40;42,33;74,83;70,56;58,81;77,96;166,74;71,09;;0,00054;0,00081;0,00081;0,00198;0,00096;0,00094;0,00084;0,00126;0,00093;0,00148;0,00189;0,00213;0,00029;0,00052;0,00049;0,00041;0,00054;0,00116;0,00049;;0,00054;0,00135;0,00216;0,00415;0,00511;0,00605;0,00688;0,00814;0,00907;0,01055;0,01244;0,01457;0,01487;0,01539;0,01588;0,01628;0,01683;0,01798;0,01848
144;85024,178;14,94;95,65;43,25;106,25;206,10;146,53;223,11;582,38;363,62;240,88;541,72;695,80;501,75;63,54;24,56;23,19;46,83;67,89;74,52;79,79;;0,00112;0,00051;0,00125;0,00242;0,00172;0,00262;0,00685;0,00428;0,00283;0,00637;0,00818;0,00590;0,00075;0,00029;0,00027;0,00055;0,00080;0,00088;0,00094;;0,00112;0,00163;0,00288;0,00531;0,00703;0,00965;0,01650;0,02078;0,02361;0,02999;0,03817;0,04407;0,04482;0,04511;0,04538;0,04593;0,04673;0,04761;0,04854
145;228859,96;36,99;95,58;52,94;57,59;66,90;79,86;140,05;103,28;94,66;150,50;147,29;220,90;255,76;23,80;30,36;45,46;58,43;96,64;86,19;64,76;;0,00042;0,00023;0,00025;0,00029;0,00035;0,00061;0,00045;0,00041;0,00066;0,00064;0,00097;0,00112;0,00010;0,00013;0,00020;0,00026;0,00042;0,00038;0,00028;;0,00042;0,00065;0,00090;0,00119;0,00154;0,00215;0,00261;0,00302;0,00368;0,00432;0,00529;0,00640;0,00651;0,00664;0,00684;0,00709;0,00752;0,00789;0,00818
146;384420,184;6,02;703,43;591,53;888,79;1052,56;1052,71;1291,76;1338,67;954,46;602,90;988,63;1144,09;870,56;401,37;959,19;416,93;712,51;1365,45;1170,33;1061,63;;0,00183;0,00154;0,00231;0,00274;0,00274;0,00336;0,00348;0,00248;0,00157;0,00257;0,00298;0,00226;0,00104;0,00250;0,00108;0,00185;0,00355;0,00304;0,00276;;0,00183;0,00337;0,00568;0,00842;0,01116;0,01452;0,01800;0,02048;0,02205;0,02462;0,02760;0,02986;0,03091;0,03340;0,03449;0,03634;0,03989;0,04294;0,04570
147;319898,948;39,3;504,73;172,16;162,24;152,25;199,69;149,81;269,87;174,75;279,25;286,65;185,89;234,25;24,87;56,45;63,23;134,40;129,29;222,73;62,40;;0,00158;0,00054;0,00051;0,00048;0,00062;0,00047;0,00084;0,00055;0,00087;0,00090;0,00058;0,00073;0,00008;0,00018;0,00020;0,00042;0,00040;0,00070;0,00020;;0,00158;0,00212;0,00262;0,00310;0,00372;0,00419;0,00504;0,00558;0,00645;0,00735;0,00793;0,00866;0,00874;0,00892;0,00912;0,00954;0,00994;0,01064;0,01083
148;196744,516;3,2;52,48;40,12;13,73;108,31;67,73;144,39;145,16;146,15;87,57;95,73;124,79;199,39;93,97;69,79;85,20;170,10;129,75;92,68;107,93;;0,00027;0,00020;0,00007;0,00055;0,00034;0,00073;0,00074;0,00074;0,00045;0,00049;0,00063;0,00101;0,00048;0,00035;0,00043;0,00086;0,00066;0,00047;0,00055;;0,00027;0,00047;0,00054;0,00109;0,00144;0,00217;0,00291;0,00365;0,00409;0,00458;0,00522;0,00623;0,00671;0,00706;0,00749;0,00836;0,00902;0,00949;0,01004
149;124305,483;4,5;199,24;132,42;158,05;402,52;240,50;441,57;279,10;358,50;415,48;346,22;614,42;501,83;152,33;327,46;181,39;234,25;276,74;530,36;175,51;;0,00160;0,00107;0,00127;0,00324;0,00193;0,00355;0,00225;0,00288;0,00334;0,00279;0,00494;0,00404;0,00123;0,00263;0,00146;0,00188;0,00223;0,00427;0,00141;;0,00160;0,00267;0,00394;0,00718;0,00911;0,01266;0,01491;0,01779;0,02114;0,02392;0,02886;0,03290;0,03413;0,03676;0,03822;0,04011;0,04233;0,04660;0,04801
150;808081,343;15,75;1197,18;1284,36;645,08;2181,77;1638,14;2583,68;2126,24;2437,60;2159,34;2639,89;1689,17;1399,16;1418,38;1351,56;708,31;1558,20;2015,03;1942,94;1616,48;;0,00148;0,00159;0,00080;0,00270;0,00203;0,00320;0,00263;0,00302;0,00267;0,00327;0,00209;0,00173;0,00176;0,00167;0,00088;0,00193;0,00249;0,00240;0,00200;;0,00148;0,00307;0,00387;0,00657;0,00860;0,01179;0,01442;0,01744;0,02011;0,02338;0,02547;0,02720;0,02896;0,03063;0,03151;0,03343;0,03593;0,03833;0,04033
151;384241,849;27,89;857,21;921,05;343,55;904,20;782,46;469,57;2538,06;869,34;970,48;826,09;631,66;430,36;363,08;646,45;798,40;1923,34;1839,36;1617,01;780,55;;0,00223;0,00240;0,00089;0,00235;0,00204;0,00122;0,00661;0,00226;0,00253;0,00215;0,00164;0,00112;0,00094;0,00168;0,00208;0,00501;0,00479;0,00421;0,00203;;0,00223;0,00463;0,00552;0,00788;0,00991;0,01113;0,01774;0,02000;0,02253;0,02468;0,02632;0,02744;0,02839;0,03007;0,03215;0,03715;0,04194;0,04615;0,04818
152;442363,852;4,68;355,99;320,90;288,25;248,21;110,98;276,20;243,48;170,63;59,95;92,52;67,58;74,07;45,16;186,19;113,50;205,42;329,52;378,57;313,35;;0,00080;0,00073;0,00065;0,00056;0,00025;0,00062;0,00055;0,00039;0,00014;0,00021;0,00015;0,00017;0,00010;0,00042;0,00026;0,00046;0,00074;0,00086;0,00071;;0,00080;0,00153;0,00218;0,00274;0,00299;0,00362;0,00417;0,00455;0,00469;0,00490;0,00505;0,00522;0,00532;0,00574;0,00600;0,00646;0,00721;0,00806;0,00877
153;458534,193;3,24;73,84;62,62;79,94;143,02;69,95;26,39;353,70;96,87;74,52;80,70;55,45;82,15;120,75;282,68;146,76;582,46;200,53;458,35;4504,12;;0,00016;0,00014;0,00017;0,00031;0,00015;0,00006;0,00077;0,00021;0,00016;0,00018;0,00012;0,00018;0,00026;0,00062;0,00032;0,00127;0,00044;0,00100;0,00982;;0,00016;0,00030;0,00047;0,00078;0,00094;0,00099;0,00177;0,00198;0,00214;0,00232;0,00244;0,00262;0,00288;0,00350;0,00382;0,00509;0,00552;0,00652;0,01635
154;343978,579;32,42;2918,46;1657,82;1403,05;1845,16;1458,73;1268,88;1595,42;2237,30;3311,98;3446,91;1828,68;4493,52;2132,95;3575,97;2498,17;4088,25;5877,57;5519,45;4761,78;;0,00848;0,00482;0,00408;0,00536;0,00424;0,00369;0,00464;0,00650;0,00963;0,01002;0,00532;0,01306;0,00620;0,01040;0,00726;0,01189;0,01709;0,01605;0,01384;;0,00848;0,01330;0,01738;0,02275;0,02699;0,03068;0,03531;0,04182;0,05145;0,06147;0,06678;0,07985;0,08605;0,09644;0,10371;0,11559;0,13268;0,14873;0,16257
155;176293,934;43,88;596,11;253,70;140,20;414,57;372,62;301,45;605,95;647,52;636,61;826,77;798,47;684,29;316,17;683,30;441,65;304,58;1033,64;651,33;714,49;;0,00338;0,00144;0,00080;0,00235;0,00211;0,00171;0,00344;0,00367;0,00361;0,00469;0,00453;0,00388;0,00179;0,00388;0,00251;0,00173;0,00586;0,00369;0,00405;;0,00338;0,00482;0,00562;0,00797;0,01008;0,01179;0,01523;0,01890;0,02251;0,02720;0,03173;0,03561;0,03741;0,04128;0,04379;0,04551;0,05138;0,05507;0,05913
156;188324,942;4,17;42,49;26,39;15,79;53,39;39,82;91,69;116,32;56,67;154,23;103,81;47,75;141,88;82,07;49,05;9,84;39,05;61,17;73,30;65,90;;0,00023;0,00014;0,00008;0,00028;0,00021;0,00049;0,00062;0,00030;0,00082;0,00055;0,00025;0,00075;0,00044;0,00026;0,00005;0,00021;0,00032;0,00039;0,00035;;0,00023;0,00037;0,00045;0,00073;0,00094;0,00143;0,00205;0,00235;0,00317;0,00372;0,00397;0,00473;0,00516;0,00542;0,00548;0,00568;0,00601;0,00640;0,00675
157;111247,682;3,75;19,60;21,36;27,38;37,53;12,81;59,42;44,24;19,15;21,89;50,42;24,33;23,26;34,25;10,68;1,07;7,70;8,54;0,92;8,47;;0,00018;0,00019;0,00025;0,00034;0,00012;0,00053;0,00040;0,00017;0,00020;0,00045;0,00022;0,00021;0,00031;0,00010;0,00001;0,00007;0,00008;0,00001;0,00008;;0,00018;0,00037;0,00061;0,00095;0,00107;0,00160;0,00200;0,00217;0,00237;0,00282;0,00304;0,00325;0,00356;0,00365;0,00366;0,00373;0,00381;0,00382;0,00389
158;698043,969;4,02;741,11;818,61;534,55;1129,60;1289,17;1606,25;668,80;871,78;879,56;999,31;373,30;436,46;593,29;400,76;265,60;592,52;750,80;570,40;538,90;;0,00106;0,00117;0,00077;0,00162;0,00185;0,00230;0,00096;0,00125;0,00126;0,00143;0,00053;0,00063;0,00085;0,00057;0,00038;0,00085;0,00108;0,00082;0,00077;;0,00106;0,00223;0,00300;0,00462;0,00647;0,00877;0,00972;0,01097;0,01223;0,01366;0,01420;0,01483;0,01567;0,01625;0,01663;0,01748;0,01855;0,01937;0,02014
159;485653,491;3,95;576,20;454,16;395,96;500,76;122,81;335,01;182,61;294,13;221,05;308,39;179,79;408,92;466,13;613,88;624,03;1262,24;2925,93;2176,05;3529,37;;0,00119;0,00094;0,00082;0,00103;0,00025;0,00069;0,00038;0,00061;0,00046;0,00064;0,00037;0,00084;0,00096;0,00126;0,00128;0,00260;0,00602;0,00448;0,00727;;0,00119;0,00212;0,00294;0,00397;0,00422;0,00491;0,00529;0,00589;0,00635;0,00698;0,00735;0,00819;0,00915;0,01042;0,01170;0,01430;0,02033;0,02481;0,03208
160;884937,059;4,25;793,29;446,22;431,27;744,62;535,47;536,77;744,85;1065,14;515,56;848,82;572,23;607,02;844,39;844,55;515,94;995,19;1297,33;2374,22;1131,05;;0,00090;0,00050;0,00049;0,00084;0,00061;0,00061;0,00084;0,00120;0,00058;0,00096;0,00065;0,00069;0,00095;0,00095;0,00058;0,00112;0,00147;0,00268;0,00128;;0,00090;0,00140;0,00189;0,00273;0,00333;0,00394;0,00478;0,00599;0,00657;0,00753;0,00817;0,00886;0,00982;0,01077;0,01135;0,01248;0,01394;0,01663;0,01790
161;443727,485;4,74;887,41;387,03;495,80;733,03;319,07;485,43;444,32;467,81;387,11;462,55;239,89;264,15;236,38;378,57;345,46;497,48;1356,90;2159,73;3575,74;;0,00200;0,00087;0,00112;0,00165;0,00072;0,00109;0,00100;0,00105;0,00087;0,00104;0,00054;0,00060;0,00053;0,00085;0,00078;0,00112;0,00306;0,00487;0,00806;;0,00200;0,00287;0,00399;0,00564;0,00636;0,00745;0,00846;0,00951;0,01038;0,01142;0,01197;0,01256;0,01309;0,01395;0,01473;0,01585;0,01890;0,02377;0,03183
162;1036733,909;5,62;7957,36;5309,84;3006,25;11164,76;2995,96;9073,07;6616,86;4570,79;7830,89;7415,10;11661,02;5525,93;5348,13;8298,25;6192,83;10416,25;20449,35;25513,50;15955,76;;0,00768;0,00512;0,00290;0,01077;0,00289;0,00875;0,00638;0,00441;0,00755;0,00715;0,01125;0,00533;0,00516;0,00800;0,00597;0,01005;0,01972;0,02461;0,01539;;0,00768;0,01280;0,01570;0,02647;0,02936;0,03811;0,04449;0,04890;0,05645;0,06360;0,07485;0,08018;0,08534;0,09335;0,09932;0,10937;0,12909;0,15370;0,16909
163;692222,989;4,26;135,01;67,35;205,57;403,97;228,38;114,04;362,93;241,88;121,89;172,69;129,52;162,93;220,44;197,25;121,66;638,98;370,02;515,48;265,14;;0,00020;0,00010;0,00030;0,00058;0,00033;0,00016;0,00052;0,00035;0,00018;0,00025;0,00019;0,00024;0,00032;0,00028;0,00018;0,00092;0,00053;0,00074;0,00038;;0,00020;0,00029;0,00059;0,00117;0,00150;0,00167;0,00219;0,00254;0,00272;0,00297;0,00315;0,00339;0,00371;0,00399;0,00417;0,00509;0,00563;0,00637;0,00675
164;233176,384;6,05;50,88;7,17;6,18;12,13;2,90;2,29;4,88;3,13;1,60;2,82;4,73;14,11;19,37;11,06;12,59;11,52;13,81;15,64;17,62;;0,00022;0,00003;0,00003;0,00005;0,00001;0,00001;0,00002;0,00001;0,00001;0,00001;0,00002;0,00006;0,00008;0,00005;0,00005;0,00005;0,00006;0,00007;0,00008;;0,00022;0,00025;0,00028;0,00033;0,00034;0,00035;0,00037;0,00038;0,00039;0,00040;0,00042;0,00048;0,00057;0,00061;0,00067;0,00072;0,00078;0,00084;0,00092
165;233974,048;38,7;748,28;520,59;398,70;828,30;504,96;458,43;1051,72;794,51;952,48;1172,16;683,45;1093,52;421,43;1170,48;597,33;643,25;1282,38;772,85;960,03;;0,00320;0,00223;0,00170;0,00354;0,00216;0,00196;0,00450;0,00340;0,00407;0,00501;0,00292;0,00467;0,00180;0,00500;0,00255;0,00275;0,00548;0,00330;0,00410;;0,00320;0,00542;0,00713;0,01067;0,01283;0,01478;0,01928;0,02268;0,02675;0,03176;0,03468;0,03935;0,04115;0,04615;0,04871;0,05146;0,05694;0,06024;0,06434
166;342589,553;37,12;2838,44;640,88;689,93;895,50;524,49;901,98;1051,72;987,80;2067,05;1111,06;357,44;3394,51;585,58;1026,62;1202,67;1111,06;1180,02;982,38;965,68;;0,00829;0,00187;0,00201;0,00261;0,00153;0,00263;0,00307;0,00288;0,00603;0,00324;0,00104;0,00991;0,00171;0,00300;0,00351;0,00324;0,00344;0,00287;0,00282;;0,00829;0,01016;0,01217;0,01478;0,01631;0,01895;0,02202;0,02490;0,03093;0,03418;0,03522;0,04513;0,04684;0,04984;0,05335;0,05659;0,06003;0,06290;0,06572
167;140502,548;33,36;938,44;196,64;171,01;429,14;179,02;248,59;509,15;202,36;622,81;247,90;69,95;1040,58;115,64;217,77;178,95;222,96;251,87;118,99;129,21;;0,00668;0,00140;0,00122;0,00305;0,00127;0,00177;0,00362;0,00144;0,00443;0,00176;0,00050;0,00741;0,00082;0,00155;0,00127;0,00159;0,00179;0,00085;0,00092;;0,00668;0,00808;0,00930;0,01235;0,01362;0,01539;0,01902;0,02046;0,02489;0,02665;0,02715;0,03456;0,03538;0,03693;0,03821;0,03979;0,04158;0,04243;0,04335
168;250405,468;7,66;446,30;378,03;272,77;470,48;299,31;246,61;154,54;584,21;710,53;183,75;724,26;498,47;863,92;699,77;695,19;2689,78;5201,91;1883,75;1735,24;;0,00178;0,00151;0,00109;0,00188;0,00120;0,00098;0,00062;0,00233;0,00284;0,00073;0,00289;0,00199;0,00345;0,00279;0,00278;0,01074;0,02077;0,00752;0,00693;;0,00178;0,00329;0,00438;0,00626;0,00746;0,00844;0,00906;0,01139;0,01423;0,01496;0,01785;0,01984;0,02329;0,02609;0,02887;0,03961;0,06038;0,06790;0,07483
169;795043,738;4,3;261,33;148,89;287,19;447,44;311,98;125,86;374,37;239,44;205,49;188,41;141,19;240,88;299,24;242,56;200,08;940,73;480,47;604,58;565,06;;0,00033;0,00019;0,00036;0,00056;0,00039;0,00016;0,00047;0,00030;0,00026;0,00024;0,00018;0,00030;0,00038;0,00031;0,00025;0,00118;0,00060;0,00076;0,00071;;0,00033;0,00052;0,00088;0,00144;0,00183;0,00199;0,00246;0,00276;0,00302;0,00326;0,00344;0,00374;0,00412;0,00442;0,00467;0,00586;0,00646;0,00722;0,00793
170;1832798,677;5,28;263,31;288,25;261,17;438,22;281,01;234,02;320,59;330,43;207,93;491,69;153,47;291,30;338,14;450,57;150,11;678,26;575,59;416,93;529,75;;0,00014;0,00016;0,00014;0,00024;0,00015;0,00013;0,00017;0,00018;0,00011;0,00027;0,00008;0,00016;0,00018;0,00025;0,00008;0,00037;0,00031;0,00023;0,00029;;0,00014;0,00030;0,00044;0,00068;0,00084;0,00096;0,00114;0,00132;0,00143;0,00170;0,00178;0,00194;0,00213;0,00237;0,00246;0,00283;0,00314;0,00337;0,00366
171;1375137,285;4,14;3523,80;2675,21;1844,01;3700,08;1357,67;4275,59;2937,38;4166,13;3234,48;3837,22;1679,63;1783,68;2072,08;3276,74;1763,84;2813,42;4825,86;5330,43;5807,25;;0,00256;0,00195;0,00134;0,00269;0,00099;0,00311;0,00214;0,00303;0,00235;0,00279;0,00122;0,00130;0,00151;0,00238;0,00128;0,00205;0,00351;0,00388;0,00422;;0,00256;0,00451;0,00585;0,00854;0,00953;0,01264;0,01477;0,01780;0,02015;0,02294;0,02417;0,02546;0,02697;0,02935;0,03064;0,03268;0,03619;0,04007;0,04429
172;1176737,682;4,15;4420,06;2718,84;1554,69;3214,34;1933,33;5426,62;3977,65;4659,73;4805,26;6936,23;3576,74;3716,93;3224,94;4741,72;2733,03;5990,62;13983,75;13546,99;9784,97;;0,00376;0,00231;0,00132;0,00273;0,00164;0,00461;0,00338;0,00396;0,00408;0,00589;0,00304;0,00316;0,00274;0,00403;0,00232;0,00509;0,01188;0,01151;0,00832;;0,00376;0,00607;0,00739;0,01012;0,01176;0,01637;0,01975;0,02371;0,02780;0,03369;0,03673;0,03989;0,04263;0,04666;0,04898;0,05407;0,06596;0,07747;0,08579
173;683113,859;4,68;66,59;58,73;66,29;121,89;90,31;23,72;65,29;89,24;26,93;64,91;36,99;109,92;97,94;93,75;22,73;118,00;71,09;85,13;71,32;;0,00010;0,00009;0,00010;0,00018;0,00013;0,00003;0,00010;0,00013;0,00004;0,00010;0,00005;0,00016;0,00014;0,00014;0,00003;0,00017;0,00010;0,00012;0,00010;;0,00010;0,00018;0,00028;0,00046;0,00059;0,00063;0,00072;0,00085;0,00089;0,00099;0,00104;0,00120;0,00134;0,00148;0,00152;0,00169;0,00179;0,00192;0,00202
174;557456,687;4,11;2048,44;554,69;191,99;791,61;527,92;332,42;488,56;1150,04;683,22;691,23;469,34;861,25;433,41;851,64;127,46;389,93;571,24;176,51;159,12;;0,00367;0,00100;0,00034;0,00142;0,00095;0,00060;0,00088;0,00206;0,00123;0,00124;0,00084;0,00154;0,00078;0,00153;0,00023;0,00070;0,00102;0,00032;0,00029;;0,00367;0,00467;0,00501;0,00643;0,00738;0,00798;0,00885;0,01092;0,01214;0,01338;0,01422;0,01577;0,01655;0,01807;0,01830;0,01900;0,02003;0,02034;0,02063
175;189544,748;8,56;1928,76;937,83;156,75;665,22;463,54;291,76;348,51;2344,16;383,14;435,01;252,71;1523,65;169,34;495,88;27,23;242,56;154,84;131,50;243,02;;0,01018;0,00495;0,00083;0,00351;0,00245;0,00154;0,00184;0,01237;0,00202;0,00230;0,00133;0,00804;0,00089;0,00262;0,00014;0,00128;0,00082;0,00069;0,00128;;0,01018;0,01512;0,01595;0,01946;0,02191;0,02344;0,02528;0,03765;0,03967;0,04197;0,04330;0,05134;0,05223;0,05485;0,05499;0,05627;0,05709;0,05778;0,05906
176;392236,096;7,89;2510,60;915,03;484,67;1837,68;1314,42;696,11;779,33;1260,56;1166,29;1260,34;1071,01;1743,48;599,24;849,66;176,74;820,29;1585,96;873,38;813,27;;0,00640;0,00233;0,00124;0,00469;0,00335;0,00177;0,00199;0,00321;0,00297;0,00321;0,00273;0,00444;0,00153;0,00217;0,00045;0,00209;0,00404;0,00223;0,00207;;0,00640;0,00873;0,00997;0,01465;0,01801;0,01978;0,02177;0,02498;0,02795;0,03117;0,03390;0,03834;0,03987;0,04204;0,04249;0,04458;0,04862;0,05085;0,05292
177;144188,594;9,87;858,50;526,01;342,87;1077,50;750,27;369,11;318,84;1045,84;559,80;801,14;312,13;1896,11;218,23;538,29;83,30;414,65;264,00;205,11;283,68;;0,00595;0,00365;0,00238;0,00747;0,00520;0,00256;0,00221;0,00725;0,00388;0,00556;0,00216;0,01315;0,00151;0,00373;0,00058;0,00288;0,00183;0,00142;0,00197;;0,00595;0,00960;0,01198;0,01945;0,02466;0,02722;0,02943;0,03668;0,04056;0,04612;0,04828;0,06143;0,06295;0,06668;0,06726;0,07013;0,07197;0,07339;0,07536
178;297510,336;13,63;1754,92;733,03;852,48;2415,79;2341,11;887,19;1218,46;2019,53;1970,71;2538,37;752,94;3898,86;793,97;968,27;226,77;1432,95;2372,54;1133,49;951,11;;0,00590;0,00246;0,00287;0,00812;0,00787;0,00298;0,00410;0,00679;0,00662;0,00853;0,00253;0,01310;0,00267;0,00325;0,00076;0,00482;0,00797;0,00381;0,00320;;0,00590;0,00836;0,01123;0,01935;0,02722;0,03020;0,03429;0,04108;0,04771;0,05624;0,05877;0,07187;0,07454;0,07780;0,07856;0,08338;0,09135;0,09516;0,09836
179;227380,765;13,36;869,26;511,52;117,54;1816,86;847,90;378,64;818,99;483,52;554,39;974,68;202,36;1493,90;376,74;341,34;195,73;838,22;1278,41;643,48;468,34;;0,00382;0,00225;0,00052;0,00799;0,00373;0,00167;0,00360;0,00213;0,00244;0,00429;0,00089;0,00657;0,00166;0,00150;0,00086;0,00369;0,00562;0,00283;0,00206;;0,00382;0,00607;0,00659;0,01458;0,01831;0,01997;0,02358;0,02570;0,02814;0,03243;0,03332;0,03989;0,04154;0,04305;0,04391;0,04759;0,05321;0,05604;0,05810
180;458916,462;32,1;590,69;270,79;325,71;1198,40;1106,94;699,85;1203,66;882,91;1266,59;1472,39;972,39;1863,69;904,58;1239,44;602,14;1827,23;3226,93;1537,91;1730,28;;0,00129;0,00059;0,00071;0,00261;0,00241;0,00152;0,00262;0,00192;0,00276;0,00321;0,00212;0,00406;0,00197;0,00270;0,00131;0,00398;0,00703;0,00335;0,00377;;0,00129;0,00188;0,00259;0,00520;0,00761;0,00914;0,01176;0,01368;0,01644;0,01965;0,02177;0,02583;0,02780;0,03050;0,03181;0,03580;0,04283;0,04618;0,04995
181;205074,616;2,4;350,42;123,80;175,97;984,06;319,83;356,67;593,97;322,20;236,99;286,73;34,25;290,69;188,94;111,14;111,75;1266,74;290,31;101,60;470,63;;0,00171;0,00060;0,00086;0,00480;0,00156;0,00174;0,00290;0,00157;0,00116;0,00140;0,00017;0,00142;0,00092;0,00054;0,00054;0,00618;0,00142;0,00050;0,00229;;0,00171;0,00231;0,00317;0,00797;0,00953;0,01127;0,01416;0,01574;0,01689;0,01829;0,01846;0,01987;0,02080;0,02134;0,02188;0,02806;0,02947;0,02997;0,03226
